word,count
the,108327
to,74615
covid,63755
of,61121
19,56564
in,55854
and,48812
covid19,36823
for,35478
is,32225
on,21728
this,20141
that,18337
you,18153
vaccine,17773
are,17525
it,17240
coronavirus,16613
with,15732
at,15111
not,14519
from,14260
as,12886
we,12560
has,12548
have,12409
health,12211
be,12206
2021,11459
cases,11130
our,11110
whatshappeninginmyanmar,10031
more,9997
new,9988
amp,9826
people,9741
by,9696
but,9663
no,9554
dreadfulcovidamidmilitarycoup,9507
pandemic,8825
will,8823
breaking,8554
record,8330
they,8041
deaths,7849
all,7843
can,7684
your,7488
capacity,7412
06,7242
up,7098
who,7051
about,6794
myanmar,6725
june29coup,6649
vaccination,6460
get,6417
available,6217
delta,6214
was,6194
vaccines,6191
or,6171
if,6102
her,6094
vaccinated,6008
only,5968
what,5915
how,5819
variant,5786
now,5721
so,5650
their,5480
also,5369
had,5356
an,5256
us,5219
been,5217
29,5117
out,5082
public,4959
18,4878
one,4735
care,4630
my,4626
30,4572
do,4490
india,4485
just,4477
there,4408
news,4396
case,4375
than,4374
after,4323
age,4321
government,4073
via,4065
over,4044
here,4040
against,4014
45,4004
died,3961
re,3874
she,3741
like,3722
limit,3698
family,3682
dates,3659
pune,3658
min,3650
cowin,3627
covishield,3608
pin,3590
dose2,3581
dose1,3577
vaccinepune,3577
were,3557
today,3529
plan,3415
lockdown,3409
virus,3402
disease,3397
when,3390
sac,3387
why,3382
during,3321
don,3314
need,3304
still,3253
world,3238
time,3179
many,3136
he,3130
june,3077
its,3067
first,3019
happening,2973
even,2963
help,2962
some,2960
year,2959
please,2884
should,2874
impacts,2869
know,2808
devastating,2786
day,2782
moderna,2751
may,2740
being,2733
mask,2707
last,2693
resulting,2693
everyday,2690
killed,2688
terrorists,2685
them,2663
going,2662
crimesagainsthumanity,2638
genocides,2593
me,2541
work,2513
lied,2477
study,2465
under,2464
junta,2450
state,2438
other,2428
spread,2426
hospital,2405
these,2389
country,2384
because,2375
military,2375
which,2371
crimesagainstwomen,2342
due,2340
womenspeacenw,2340
unwomenwatch,2340
would,2329
says,2327
masks,2310
those,2307
into,2300
july,2258
most,2257
hear,2246
see,2226
doses,2216
good,2198
said,2189
could,2165
any,2156
data,2150
home,2136
fully,2133
pfizer,2128
patients,2119
back,2104
take,2087
positive,2087
safe,2076
restrictions,2074
go,2069
000,2054
uk,2041
total,2033
07,2031
make,2028
daily,2025
sign,1997
children,1994
read,1987
wave,1966
10,1959
12,1932
days,1925
latest,1922
death,1906
since,1902
well,1902
his,1898
update,1898
voices,1885
live,1877
australia,1874
test,1848
getting,1807
very,1804
long,1800
risk,1794
near,1791
where,1765
medical,1765
appointments,1739
response,1721
want,1718
let,1696
dose,1696
way,1686
reported,1673
2020,1662
use,1657
life,1634
support,1631
million,1629
again,1622
did,1622
before,1622
stop,1621
free,1607
testing,1607
down,1602
china,1598
got,1585
ve,1575
number,1571
measures,1563
travel,1559
say,1553
report,1544
keep,1542
cvs,1537
business,1532
think,1530
rate,1521
while,1518
give,1508
reports,1507
20,1492
years,1492
everyone,1491
dr,1490
countries,1480
second,1471
two,1465
county,1458
place,1450
tuesday,1440
workers,1435
school,1433
then,1427
00,1421
education,1411
right,1408
week,1405
01,1403
made,1394
infection,1392
canada,1385
variants,1383
residents,1366
twitter,1361
28,1360
research,1356
every,1356
50,1345
center,1343
100,1340
much,1338
through,1335
region,1332
must,1331
media,1329
worldbank,1329
stay,1327
find,1326
doesn,1313
officials,1312
schools,1312
deltavariant,1306
24,1302
without,1301
around,1298
anti,1291
pmc,1289
uganda,1288
high,1288
thanks,1282
states,1279
best,1276
never,1270
infections,1268
community,1262
end,1260
come,1259
yet,1254
students,1252
trump,1251
another,1250
global,1247
information,1246
15,1241
does,1236
few,1233
infected,1221
21,1219
times,1215
impact,1214
great,1208
really,1204
months,1201
until,1189
fight,1188
social,1182
immunity,1178
too,1176
across,1169
instead,1167
am,1164
same,1154
likely,1152
lives,1149
including,1139
open,1136
national,1135
name,1123
per,1121
hours,1115
didn,1114
next,1114
outbreak,1113
south,1112
funding,1111
rule,1111
full,1110
population,1107
face,1102
imfnews,1100
protect,1100
look,1097
check,1097
lab,1093
fighting,1085
minister,1082
treatment,1077
confirmed,1077
better,1075
continue,1074
off,1073
situation,1072
shot,1071
emergency,1070
tests,1069
least,1064
watch,1060
start,1055
vaccinations,1052
science,1052
part,1051
11,1041
13,1039
money,1038
effective,1036
coming,1029
close,1027
post,1025
treating,1022
wear,1010
corona,1004
three,997
updates,991
africa,991
pa,988
crisis,984
already,984
important,984
astrazeneca,982
pmcpvaccines,982
far,972
johnson,971
recovery,971
sagaing,971
learn,970
local,970
symptoms,969
kids,968
despite,966
numbers,965
thank,963
covidvaccine,961
healthcare,961
northern,961
safety,952
administered,944
city,940
ll,932
tested,931
movement,931
mrna,928
effects,927
god,924
done,918
big,918
follow,915
auspol,911
less,907
busy,907
wearing,907
covid_19,899
story,895
current,894
govt,889
real,887
received,882
england,879
system,877
change,874
young,874
hope,871
person,871
protest,870
kgeorgieva,866
heart,865
needs,864
working,862
month,862
visit,861
court,861
drug,859
chinese,857
relief,857
according,855
president,855
quarantine,853
cdc,850
jab,848
staff,847
eastern,846
hrw,846
return,844
40,842
europarl_en,841
fascist,840
call,837
found,837
weeks,836
museveni,835
villages,834
unvaccinated,825
shows,823
anyone,820
market,820
among,819
economy,819
third,817
share,817
enough,815
won,814
wuhan,810
active,807
put,807
gathered,805
youtube,804
old,804
both,803
14,800
gt,799
ugandaisbleeding,796
join,793
article,792
between,791
covaxin,790
cause,789
low,788
related,787
love,785
protection,785
salingyi,785
jun29,785
yinmabin,784
sure,783
killings,780
stoploaninguganda,780
women,780
soon,780
used,780
condemning,779
doing,777
rise,777
thandwe,774
experts,772
abductions,771
kidnaps,770
contact,769
provide,769
past,769
video,767
top,762
others,761
given,761
increase,761
online,760
euro2020,760
isn,755
summer,754
team,751
trying,747
rules,747
told,746
food,746
higher,743
misleading,742
02,741
such,740
16,738
allow,737
economic,735
usa,735
possible,734
taking,734
rates,732
link,732
shots,729
citizens,729
nasa,729
almost,728
show,727
illegitimate,727
thing,725
following,723
based,718
toll,717
having,717
own,717
him,715
fauci,715
hospitals,714
clinic,712
lockdowns,711
order,707
biden,704
dangerous,700
17,698
25,696
believe,694
point,694
indian,692
using,691
announced,690
control,689
23,686
russia,682
term,678
half,675
immune,675
pm,674
27,674
away,673
communities,673
nearly,671
22,671
evidence,670
things,670
flu,669
side,665
amid,658
records,657
house,656
future,655
businesses,655
eu,654
lost,653
job,652
truth,650
scientists,650
nothing,650
md,650
tweet,647
making,647
someone,646
centre,645
lot,642
save,642
americans,641
ccp,641
black,641
indonesia,638
details,634
remain,634
monday,633
level,632
doctors,630
access,630
03,629
yesterday,628
die,626
different,625
japan,623
human,619
father,619
app,617
man,617
child,616
ministry,615
yes,614
severe,611
olympics,610
services,607
might,606
surge,606
families,605
hard,605
parents,603
early,603
hit,600
something,600
looking,600
90,599
issues,597
fuck,597
queensland,596
saying,596
sick,595
book,595
trial,592
approved,591
ever,590
united,590
teachers,589
below,586
vax,585
leaders,584
group,582
fact,581
set,580
spreading,579
ivermectin,579
federal,579
gets,576
info,572
together,570
1st,569
2nd,568
sars,565
march,564
oh,564
list,560
60,560
tell,558
cipla,558
international,557
feel,557
bad,556
37,555
prevent,555
called,554
north,552
normal,552
act,551
announces,550
plus,549
finds,548
program,548
event,547
always,547
results,546
hands,544
nsw,542
yourself,539
each,539
five,536
highly,535
official,535
48,534
makes,534
remember,533
understand,532
3rd,532
tomorrow,532
american,531
recent,527
guidelines,527
code411004,526
industry,526
everything,525
dead,525
affected,525
friends,524
further,524
behind,524
actually,523
closed,522
adults,519
true,518
especially,518
become,516
shit,514
crore,513
tokyo,511
result,510
within,510
nhs,508
caused,507
recorded,507
ago,506
taken,506
import,505
fall,503
advice,502
employees,502
four,501
self,501
digital,501
drive,501
policy,500
strain,499
small,498
nation,498
co,497
expected,497
gov,496
cnn,496
clinical,494
seen,492
air,491
millions,491
common,489
mean,488
america,488
billion,488
reporting,486
wait,486
members,484
australian,483
currently,482
pay,481
serious,480
able,479
strong,478
technology,478
deadly,477
99,475
infectious,475
highest,474
university,474
left,474
outbreaks,473
needed,473
sector,472
receive,471
party,471
maybe,470
pcr,470
cov,469
service,468
analysis,468
means,467
delhi,466
potus,465
trials,464
ontario,464
force,463
department,462
80,462
supreme,461
though,460
red,459
date,459
additional,459
once,457
negative,457
boris,456
office,455
continues,453
non,453
seems,453
district,452
talk,452
wrong,449
2019,449
rs,449
decision,449
staysafe,448
fear,447
freedom,446
source,446
mental,445
origin,444
95,444
offer,443
viral,442
reason,442
49,441
demand,441
origins,441
line,440
32,439
appointment,439
project,439
developed,438
europe,437
pvaccines,436
bring,436
indoors,436
thousands,435
wants,435
chief,434
single,433
allowed,433
themselves,432
financial,431
recoveries,431
ask,430
anything,430
blood,430
happy,429
published,429
vaccinate,428
31,428
thought,428
linked,428
known,427
register,427
survey,426
transmission,425
200,424
experimental,424
worse,423
sites,423
fake,423
aged,422
covidiots,422
healthy,422
little,420
33,420
issue,420
fucking,420
asia,419
guidance,419
general,419
adverse,418
aren,417
morning,417
indoor,417
comes,417
rt,416
milkteaalliance,416
private,415
key,415
isolation,415
zero,414
came,414
growth,414
concerns,413
till,413
named,413
dying,413
contagious,413
plans,413
rollout,413
walk,413
rethink,413
music,412
vulnerable,412
police,411
approval,410
experience,409
living,409
efforts,409
researchers,409
step,409
started,408
problem,408
cannot,408
ensure,407
led,407
individuals,406
question,406
listen,405
challenges,405
studies,404
development,403
questions,403
brazil,403
chaos,402
whole,400
areas,400
chance,399
status,399
moratorium,399
whether,398
power,397
46,397
essential,396
hell,395
union,395
company,393
kill,393
special,392
rest,392
ones,391
conference,391
increased,391
recovered,391
tsp,391
thread,390
doctor,390
action,389
changes,389
reach,389
easy,388
course,388
website,387
borisjohnson,387
ngapali,387
rakhine,386
jun27,386
history,385
alone,385
body,384
proper,383
press,383
administration,383
distancing,382
germany,382
markets,381
meeting,381
ireland,381
poor,380
ban,380
41,380
matter,380
running,380
trust,380
average,380
held,379
rising,378
try,378
period,378
management,378
sydney,378
expert,378
longer,378
fresh,377
42,377
significant,377
forward,377
critical,377
site,376
eviction,376
along,375
major,375
happened,375
later,374
run,374
hold,373
44,373
haven,373
events,372
tuesdayvibe,372
works,372
law,372
outside,370
protocols,370
political,370
buy,368
consider,367
companies,367
reopening,367
opportunity,367
inflammation,366
giving,366
deal,366
ahead,366
facts,365
etc,365
ready,365
ways,364
foreign,364
jabs,364
spike,364
jobs,363
governments,363
move,363
took,363
interesting,362
tech,362
lead,361
border,360
worldwide,360
places,358
forced,358
cities,357
effect,357
jun,356
lasting,355
climate,354
eligible,354
risks,353
26,352
email,352
required,352
oxygen,352
several,351
politics,351
large,351
forcing,350
warning,349
war,348
facing,347
supply,347
mass,346
slow,346
looks,345
mortality,344
concern,344
security,344
oxford,344
bc,344
coup,344
institute,343
starting,343
huge,342
discuss,342
brain,341
israel,341
waiting,341
lower,341
fda,340
pcmc,340
getvaccinated,340
went,340
white,339
assistance,339
patient,339
34,338
kenya,338
cold,337
dcgi,337
require,335
bank,335
worst,334
36,334
happen,334
stats,333
hospitalvaccines,333
york,333
sense,333
rapid,333
sent,332
province,332
leadership,332
mentalhealth,330
council,330
men,330
icu,330
gone,329
beyond,329
however,329
pakistan,328
positivity,328
bill,328
facilities,328
created,328
clear,328
late,327
released,327
talking,327
game,327
finally,327
increasing,327
sarscov2,326
super,326
150,326
play,325
2022,325
47,325
former,325
folks,325
clinics,325
review,325
morrison,324
wonder,323
package,323
43,323
covid19aus,323
medicine,323
click,322
address,322
helping,322
prevention,321
learning,321
changed,321
pharma,321
booster,321
potential,321
totally,320
70,319
seeing,319
reduce,319
09,319
az,318
500,318
funds,317
six,317
camp,316
91,316
exposure,316
west,316
cross,316
role,315
woman,315
drop,315
scheme,315
podcast,315
african,315
lakh,314
pmcvaccines,314
older,314
hey,313
la,313
area,313
mother,313
claims,313
authorities,312
pre,311
cost,311
updated,311
levels,310
else,310
threat,310
suffering,310
race,309
violence,309
probably,309
webinar,309
produce,309
ppl,308
opening,308
double,307
asked,307
allows,307
recently,306
96,306
korea,306
exactly,306
forget,306
shut,305
uae,305
prime,305
complete,305
paper,305
sad,305
count,304
hi,304
hosp,304
epidemic,304
calling,304
scientific,304
personal,304
focus,303
pls,303
suggests,303
eyes,302
