word,count
coronavirus,156426
covid,70336
covid19,67788
19,67674
people,34471
amp,26458
trump,23906
us,22427
new,21485
pandemic,19909
cases,19745
via,19563
like,15949
one,15917
get,15774
news,15739
time,14264
virus,13737
home,13245
world,12593
help,12230
deaths,12091
health,12046
need,11724
would,11397
know,11039
lockdown,11022
death,10975
china,10880
please,10800
positive,10199
crisis,10126
stay,9755
fight,9555
good,9494
go,9152
see,8952
could,8927
many,8699
even,8536
take,8450
going,8446
government,8194
realdonaldtrump,8019
day,8006
still,7977
think,7921
first,7882
says,7805
country,7780
make,7736
well,7634
let,7629
right,7584
hospital,7584
spread,7398
may,7328
today,7311
coronaviruspandemic,7301
tests,7226
india,7188
testing,7017
patients,6979
work,6824
uk,6807
said,6754
also,6712
000,6435
medical,6305
keep,6285
due,6281
say,6220
test,6215
workers,6199
way,6198
state,6197
days,6158
really,6077
re,6057
back,6046
support,6038
care,6026
covid_19,5999
outbreak,5995
stop,5956
god,5935
president,5921
hope,5859
much,5781
response,5711
live,5688
want,5647
pm,5610
great,5549
week,5533
daily,5499
last,5410
read,5387
corona,5386
everyone,5368
social,5359
safe,5312
every,5283
tested,5279
times,5269
got,5234
life,5155
thank,5151
public,5148
lives,5117
must,5091
masks,5012
york,4968
man,4861
covid2019,4849
number,4747
better,4719
2020,4708
use,4696
total,4686
april,4672
tiger,4646
two,4517
come,4509
symptoms,4500
family,4477
never,4428
die,4410
amid,4339
dr,4333
mask,4293
quarantine,4279
year,4233
thanks,4213
died,4209
case,4181
latest,4132
face,4130
look,4126
made,4092
americans,4080
10,4077
doctors,4053
states,4050
confirmed,4049
since,4037
vaccine,4030
youtube,3995
data,3995
around,3994
thing,3972
real,3954
together,3950
queen,3917
best,3917
sunday,3910
drug,3909
global,3904
free,3894
another,3885
already,3853
weeks,3824
5g,3821
media,3811
watch,3805
house,3800
update,3784
risk,3745
give,3722
getting,3693
done,3680
working,3589
nhs,3578
america,3575
money,3548
next,3542
toll,3535
show,3528
love,3499
call,3492
ca,3464
without,3448
yet,3441
anyone,3409
countries,3403
end,3399
old,3392
needs,3390
stayhome,3368
